NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
POSITIVE REGULATION OF PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:1905695	1		Rejected!	
RESPONSE TO PAIN%GOBP%GO:0048265	9		Rejected!	
RESPONSE TO HYDROSTATIC PRESSURE%GOBP%GO:0051599	3		Rejected!	
NERVE GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038180	10		Rejected!	
EMBRYONIC DIGIT MORPHOGENESIS%GOBP%GO:0042733	18		Rejected!	
REGULATION OF PENILE ERECTION%GOBP%GO:0060405	1		Rejected!	
REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881	36	27		
CARDIAC CHAMBER FORMATION%GOBP%GO:0003207	7		Rejected!	
POSITIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901875	112	96		
LEFT/RIGHT AXIS SPECIFICATION%GOBP%GO:0070986	4		Rejected!	
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	23		Rejected!	
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	74	68		
MYELOID CELL HOMEOSTASIS%GOBP%GO:0002262	65	54		
BLOOD VESSEL LUMENIZATION%GOBP%GO:0072554	1		Rejected!	
POSITIVE REGULATION OF MAST CELL CYTOKINE PRODUCTION%GOBP%GO:0032765	3		Rejected!	
CARDIOBLAST DIFFERENTIATION%GOBP%GO:0010002	9		Rejected!	
SLIT DIAPHRAGM ASSEMBLY%GOBP%GO:0036060	2		Rejected!	
INTESTINAL ABSORPTION%GOBP%GO:0050892	21		Rejected!	
DOUBLE-STRAND BREAK REPAIR VIA ALTERNATIVE NONHOMOLOGOUS END JOINING%GOBP%GO:0097681	7		Rejected!	
HEME TRANSPORT%GOBP%GO:0015886	6		Rejected!	
TRANS-SYNAPTIC SIGNALING BY NEUROPEPTIDE, MODULATING SYNAPTIC TRANSMISSION%GOBP%GO:0099551	1		Rejected!	
POSITIVE REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0090267	12		Rejected!	
MULTIPLE SPINE SYNAPSE ORGANIZATION%GOBP%GO:0150089	1		Rejected!	
THIAMINE METABOLIC PROCESS%GOBP%GO:0006772	3		Rejected!	
POSITIVE REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062100	6		Rejected!	
REGULATION OF MEMORY T CELL ACTIVATION%GOBP%GO:2000567	2		Rejected!	
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY RENIN-ANGIOTENSIN%GOBP%GO:0003081	14		Rejected!	
INNER EAR MORPHOGENESIS%GOBP%GO:0042472	37	17		
PROTEIN LOCALIZATION TO CELL JUNCTION%GOBP%GO:1902414	55	40		
ERYTHROCYTE DEVELOPMENT%GOBP%GO:0048821	13		Rejected!	
SPERM DNA DECONDENSATION%GOBP%GO:0035041	1		Rejected!	
POSITIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:1904407	29	25		
NEGATIVE REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150013	1		Rejected!	
DNA CYTOSINE DEAMINATION%GOBP%GO:0070383	9		Rejected!	
MULTI-PASS TRANSMEMBRANE PROTEIN INSERTION INTO ER MEMBRANE%GOBP%GO:0160063	9		Rejected!	
NEGATIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0042308	9		Rejected!	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NO-GO DECAY%GOBP%GO:0070966	4		Rejected!	
POST-GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006892	95	89		
NEGATIVE REGULATION OF CALCIUM ION IMPORT INTO SARCOPLASMIC RETICULUM%GOBP%GO:1902081	2		Rejected!	
CARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0046394	224	151		
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY GLUCOSE%GOBP%GO:0000432	3		Rejected!	
FATTY ACID DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901570	50	31		
NODAL SIGNALING PATHWAY%GOBP%GO:0038092	14		Rejected!	
DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM%GOBP%GO:0050829	77	36		
NEGATIVE REGULATION OF NATURAL KILLER CELL DEGRANULATION%GOBP%GO:0043322	1		Rejected!	
DETOXIFICATION OF CADMIUM ION%GOBP%GO:0071585	3		Rejected!	
ECTODERMAL CELL DIFFERENTIATION%GOBP%GO:0010668	3		Rejected!	
DITERPENOID BIOSYNTHETIC PROCESS%GOBP%GO:0016102	4		Rejected!	
METANEPHRIC RENAL VESICLE FORMATION%GOBP%GO:0072093	2		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912	59	45		
FEEDING BEHAVIOR%GOBP%GO:0007631	34		Rejected!	
EMBRYONIC HEART TUBE MORPHOGENESIS%GOBP%GO:0003143	44	22		
POSITIVE REGULATION OF SATELLITE CELL ACTIVATION INVOLVED IN SKELETAL MUSCLE REGENERATION%GOBP%GO:0014718	2		Rejected!	
REGULATION OF RRNA PROCESSING%GOBP%GO:2000232	16	15		
REGULATION OF RAB PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0032483	7		Rejected!	
POSITIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900373	10		Rejected!	
NEGATIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000645	3		Rejected!	
CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:0061323	1		Rejected!	
NEGATIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046636	33	28		
CELLULAR RESPONSE TO NITRIC OXIDE%GOBP%GO:0071732	8		Rejected!	
NEGATIVE REGULATION OF COLLATERAL SPROUTING%GOBP%GO:0048671	5		Rejected!	
REGULATION OF LYASE ACTIVITY%GOBP%GO:0051339	45	23		
ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009068	9		Rejected!	
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA3 PRODUCTION%GOBP%GO:0032913	1		Rejected!	
NEURON DEVELOPMENT%GOBP%GO:0048666	549		Rejected!	
QUINOLINATE BIOSYNTHETIC PROCESS%GOBP%GO:0019805	2		Rejected!	
HYPOTHALAMUS CELL MIGRATION%GOBP%GO:0021855	3		Rejected!	
CARDIOBLAST MIGRATION TO THE MIDLINE INVOLVED IN HEART FIELD FORMATION%GOBP%GO:0060975	1		Rejected!	
ADENOSINE CATABOLIC PROCESS%GOBP%GO:0006154	3		Rejected!	
RESPONSE TO GLYCINE%GOBP%GO:1905429	2		Rejected!	
COPI-COATED VESICLE BUDDING%GOBP%GO:0035964	6		Rejected!	
POSITIVE REGULATION OF CARDIOCYTE DIFFERENTIATION%GOBP%GO:1905209	11		Rejected!	
SUBPALLIUM DEVELOPMENT%GOBP%GO:0021544	8		Rejected!	
MELANOSOME ORGANIZATION%GOBP%GO:0032438	38	32		
NEUROFILAMENT BUNDLE ASSEMBLY%GOBP%GO:0033693	3		Rejected!	
REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:1901722	10		Rejected!	
POSITIVE REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010666	3		Rejected!	
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0062208	64	57		
GOLGI TO VACUOLE TRANSPORT%GOBP%GO:0006896	18	17		
PROTEIN AUTOPROCESSING%GOBP%GO:0016540	18		Rejected!	
POSITIVE REGULATION OF SERINE C-PALMITOYLTRANSFERASE ACTIVITY%GOBP%GO:1904222	2		Rejected!	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043280	99	83		
REGULATION OF HAIR FOLLICLE MATURATION%GOBP%GO:0048819	4		Rejected!	
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS, POLYSACCHARIDE CHAIN BIOSYNTHETIC PROCESS%GOBP%GO:0050653	2		Rejected!	
POSITIVE REGULATION OF RELAXATION OF CARDIAC MUSCLE%GOBP%GO:1901899	2		Rejected!	
SKELETAL MYOFIBRIL ASSEMBLY%GOBP%GO:0014866	9		Rejected!	
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION%GOBP%GO:1900085	1		Rejected!	
NEGATIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901029	11		Rejected!	
RANDOM INACTIVATION OF X CHROMOSOME%GOBP%GO:0060816	4		Rejected!	
SKELETAL MUSCLE CELL PROLIFERATION%GOBP%GO:0014856	1		Rejected!	
NEGATIVE REGULATION BY HOST OF VIRAL EXO-ALPHA-SIALIDASE ACTIVITY%GOBP%GO:0044869	2		Rejected!	
IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:0036498	7		Rejected!	
POSITIVE REGULATION OF GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOBP%GO:1905099	1		Rejected!	
TRIGEMINAL SENSORY NUCLEUS DEVELOPMENT%GOBP%GO:0021730	1		Rejected!	
MONOUNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:1903964	2		Rejected!	
REGULATION OF GONADOTROPIN SECRETION%GOBP%GO:0032276	5		Rejected!	
CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS%GOBP%GO:0071380	7		Rejected!	
URETER UROTHELIUM DEVELOPMENT%GOBP%GO:0072190	1		Rejected!	
SEX DETERMINATION%GOBP%GO:0007530	12		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	78	60		
CELL PROLIFERATION INVOLVED IN MESONEPHROS DEVELOPMENT%GOBP%GO:0061209	2		Rejected!	
ENDOCARDIUM MORPHOGENESIS%GOBP%GO:0003160	5		Rejected!	
CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002752	41	32		
EPITHELIAL CELL PROLIFERATION INVOLVED IN LIVER MORPHOGENESIS%GOBP%GO:0072575	4		Rejected!	
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	234	156		
SULFUR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0000097	15		Rejected!	
NEGATIVE REGULATION OF BINDING OF SPERM TO ZONA PELLUCIDA%GOBP%GO:2000360	3		Rejected!	
MACROPHAGE PROLIFERATION%GOBP%GO:0061517	3		Rejected!	
NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672	56	43		
PRIMARY AMINO COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:1901162	4		Rejected!	
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	108	105		
ENTRY OF VIRAL GENOME INTO HOST NUCLEUS THROUGH NUCLEAR PORE COMPLEX VIA IMPORTIN%GOBP%GO:0075506	2		Rejected!	
REGULATION OF AXONOGENESIS%GOBP%GO:0050770	97	64		
MIRNA-MEDIATED GENE SILENCING BY MRNA DESTABILIZATION%GOBP%GO:0035279	5		Rejected!	
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	18		Rejected!	
NERVE MATURATION%GOBP%GO:0021682	2		Rejected!	
REGULATION OF RNA POLYMERASE II TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0045898	4		Rejected!	
ACTOMYOSIN CONTRACTILE RING ASSEMBLY ACTIN FILAMENT ORGANIZATION%GOBP%GO:2000689	3		Rejected!	
INTRACELLULAR BILE ACID RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038185	1		Rejected!	
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0032515	20	16		
POSITIVE REGULATION OF RESPIRATORY GASEOUS EXCHANGE%GOBP%GO:1903942	4		Rejected!	
ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0099638	11		Rejected!	
NEGATIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090191	2		Rejected!	
REGULATION OF DEATH-INDUCING SIGNALING COMPLEX ASSEMBLY%GOBP%GO:1903072	1		Rejected!	
TERPENOID TRANSPORT%GOBP%GO:0046865	3		Rejected!	
AV NODE CELL ACTION POTENTIAL%GOBP%GO:0086016	7		Rejected!	
POSITIVE REGULATION OF MYOBLAST PROLIFERATION%GOBP%GO:2000288	5		Rejected!	
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	105	78		
TRABECULA MORPHOGENESIS%GOBP%GO:0061383	23	16		
REGULATION OF MATURE B CELL APOPTOTIC PROCESS%GOBP%GO:0002905	1		Rejected!	
REGULATION OF CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002646	1		Rejected!	
SMOOTH MUSCLE ADAPTATION%GOBP%GO:0014805	4		Rejected!	
FIBROBLAST GROWTH FACTOR RECEPTOR APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902178	1		Rejected!	
AV NODE CELL TO BUNDLE OF HIS CELL COMMUNICATION%GOBP%GO:0086067	12		Rejected!	
POSITIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902101	14		Rejected!	
VIRAL TRANSLATION%GOBP%GO:0019081	18	16		
T-HELPER CELL LINEAGE COMMITMENT%GOBP%GO:0002295	11		Rejected!	
DEOXYRIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009200	3		Rejected!	
CENTRIOLE REPLICATION%GOBP%GO:0007099	24	22		
LONG-CHAIN FATTY ACID IMPORT INTO CELL%GOBP%GO:0044539	11		Rejected!	
NEGATIVE REGULATION OF INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032384	2		Rejected!	
MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674	93	61		
MITOCHONDRIAL MRNA CATABOLIC PROCESS%GOBP%GO:0000958	3		Rejected!	
SUPPRESSION BY VIRUS OF HOST AUTOPHAGY%GOBP%GO:0039521	1		Rejected!	
MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010657	1		Rejected!	
NEGATIVE REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090024	4		Rejected!	
EXCITATORY SYNAPSE ASSEMBLY%GOBP%GO:1904861	14		Rejected!	
MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION%GOBP%GO:0010742	7		Rejected!	
NEGATIVE REGULATION OF PLASMA CELL DIFFERENTIATION%GOBP%GO:1900099	1		Rejected!	
VISCERAL MESODERM-ENDODERM INTERACTION INVOLVED IN MIDGUT DEVELOPMENT%GOBP%GO:0007495	1		Rejected!	
REGULATION OF TORC1 SIGNALING%GOBP%GO:1903432	95	83		
PLASMA MEMBRANE BOUNDED CELL PROJECTION ORGANIZATION%GOBP%GO:0120036	872		Rejected!	
OTOLITH DEVELOPMENT%GOBP%GO:0048840	5		Rejected!	
DEVELOPMENTAL PROCESS%GOBP%GO:0032502	3777		Rejected!	
REGULATION OF POSTSYNAPSE ORGANIZATION%GOBP%GO:0099175	52	34		
REGULATION OF MITOTIC CELL CYCLE DNA REPLICATION%GOBP%GO:1903463	1		Rejected!	
PKR/EIFALPHA SIGNALING%GOBP%GO:0039585	2		Rejected!	
ALLANTOIS DEVELOPMENT%GOBP%GO:1905069	2		Rejected!	
SNO(S)RNA CATABOLIC PROCESS%GOBP%GO:0016077	4		Rejected!	
POSITIVE REGULATION OF MHC CLASS I BIOSYNTHETIC PROCESS%GOBP%GO:0045345	5		Rejected!	
TRANSSULFURATION%GOBP%GO:0019346	1		Rejected!	
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	243	189		
POSITIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045823	26		Rejected!	
POSITIVE REGULATION OF MITOTIC CELL CYCLE, EMBRYONIC%GOBP%GO:0045977	1		Rejected!	
NEGATIVE REGULATION OF FERROPTOSIS%GOBP%GO:0110076	3		Rejected!	
ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:0031145	22	20		
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	167	132		
DETECTION OF OTHER ORGANISM%GOBP%GO:0098543	19		Rejected!	
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	53	48		
INNER MEDULLARY COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072061	2		Rejected!	
SYNAPTIC VESICLE BUDDING%GOBP%GO:0070142	10		Rejected!	
UBIQUITIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0070086	4		Rejected!	
D-AMINO ACID METABOLIC PROCESS%GOBP%GO:0046416	4		Rejected!	
CARNOSINE METABOLIC PROCESS%GOBP%GO:0035498	2		Rejected!	
NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894	25	20		
NCRNA TRANSCRIPTION%GOBP%GO:0098781	42	37		
VIRAL EXOCYTOSIS%GOBP%GO:0046754	1		Rejected!	
MITOTIC RECOMBINATION%GOBP%GO:0006312	16	16		
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	12		Rejected!	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT VIA HIGH VOLTAGE-GATED CALCIUM CHANNEL%GOBP%GO:1904879	1		Rejected!	
REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	49	36		
DICHOTOMOUS SUBDIVISION OF AN EPITHELIAL TERMINAL UNIT%GOBP%GO:0060600	3		Rejected!	
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	43	37		
NEGATIVE REGULATION OF MYELINATION%GOBP%GO:0031642	4		Rejected!	
EXOCYST LOCALIZATION%GOBP%GO:0051601	4		Rejected!	
REGULATION OF DEVELOPMENT, HETEROCHRONIC%GOBP%GO:0040034	1		Rejected!	
PROTEIN PALMITOLEYLATION%GOBP%GO:0045234	1		Rejected!	
PROTEIN SECRETION BY PLATELET%GOBP%GO:0070560	1		Rejected!	
REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010511	5		Rejected!	
RRNA IMPORT INTO MITOCHONDRION%GOBP%GO:0035928	3		Rejected!	
NEGATIVE REGULATION OF CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:1903126	1		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000472	5		Rejected!	
REGULATION OF ENDOCYTOSIS%GOBP%GO:0030100	226	167		
NEGATIVE REGULATION OF PROTEIN KINASE C SIGNALING%GOBP%GO:0090038	4		Rejected!	
TRNA RE-EXPORT FROM NUCLEUS%GOBP%GO:0071528	1		Rejected!	
PROTEIN PHOSPHORYLATION%GOBP%GO:0006468	410		Rejected!	
NEGATIVE REGULATION OF 3'-UTR-MEDIATED MRNA STABILIZATION%GOBP%GO:1905869	2		Rejected!	
POSITIVE REGULATION OF PROTEIN OXIDATION%GOBP%GO:1904808	2		Rejected!	
POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION%GOBP%GO:0032725	14		Rejected!	
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	33	27		
REGULATION OF BRAIN-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0031548	2		Rejected!	
EXTRACTION OF MISLOCALIZED PROTEIN FROM MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:0140570	1		Rejected!	
DITP CATABOLIC PROCESS%GOBP%GO:0035863	1		Rejected!	
NEGATIVE REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032682	17	15		
MESSENGER RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GOBP%GO:1990120	3		Rejected!	
REGULATION OF HEPATOCYTE DIFFERENTIATION%GOBP%GO:0070366	1		Rejected!	
POSITIVE REGULATION OF RESPONSE TO FOOD%GOBP%GO:0032097	3		Rejected!	
G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GOBP%GO:0007187	51	15		
OTIC PLACODE FORMATION%GOBP%GO:0043049	1		Rejected!	
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	551		Rejected!	
POSITIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045937	582		Rejected!	
POSITIVE REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0045917	4		Rejected!	
POSITIVE REGULATION OF MRNA CAP BINDING%GOBP%GO:1905612	1		Rejected!	
POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890	29	25		
REGULATION OF T-HELPER 1 CELL ACTIVATION%GOBP%GO:2000517	1		Rejected!	
EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048048	20		Rejected!	
POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239	74	62		
EPINEPHRINE TRANSPORT%GOBP%GO:0048241	5		Rejected!	
L-AMINO ACID TRANSPORT%GOBP%GO:0015807	53	32		
GUANINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903716	3		Rejected!	
BREXANOLONE METABOLIC PROCESS%GOBP%GO:0062173	2		Rejected!	
CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0071333	36	24		
REGULATION OF HELICASE ACTIVITY%GOBP%GO:0051095	9		Rejected!	
POSITIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045777	14		Rejected!	
HETEROCYCLE BIOSYNTHETIC PROCESS%GOBP%GO:0018130	735		Rejected!	
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	23		Rejected!	
POSITIVE REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0010893	16		Rejected!	
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	89	66		
NEGATIVE REGULATION OF DENDRITIC SPINE MAINTENANCE%GOBP%GO:1902951	3		Rejected!	
REGULATION OF G PROTEIN-COUPLED RECEPTOR INTERNALIZATION%GOBP%GO:1904020	4		Rejected!	
SPHINGOID METABOLIC PROCESS%GOBP%GO:0046519	22	17		
NEUROTRANSMITTER UPTAKE%GOBP%GO:0001504	24		Rejected!	
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015749	33	20		
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GOBP%GO:0002200	38	30		
NEGATIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903318	23	18		
C-X-C CHEMOKINE RECEPTOR CXCR4 SIGNALING PATHWAY%GOBP%GO:0038159	5		Rejected!	
REGULATION OF SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0062025	1		Rejected!	
RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041	62	34		
PEPTIDYL-CYSTEINE DEGLYCATION%GOBP%GO:0036526	1		Rejected!	
FEMALE SEX DIFFERENTIATION%GOBP%GO:0046660	39	17		
POSITIVE REGULATION OF COLLAGEN CATABOLIC PROCESS%GOBP%GO:0120158	1		Rejected!	
REGULATION OF T CELL DIFFERENTIATION IN THYMUS%GOBP%GO:0033081	15		Rejected!	
STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002222	2		Rejected!	
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699	197	149		
NEGATIVE REGULATION OF NOREPINEPHRINE SECRETION%GOBP%GO:0010700	3		Rejected!	
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763	44	34		
NEGATIVE REGULATION OF EPITHELIUM REGENERATION%GOBP%GO:1905042	1		Rejected!	
MEMBRANE DISASSEMBLY%GOBP%GO:0030397	12		Rejected!	
POLY(A)+ MRNA EXPORT FROM NUCLEUS%GOBP%GO:0016973	24	19		
GASTRIC INHIBITORY PEPTIDE SIGNALING PATHWAY%GOBP%GO:0038192	2		Rejected!	
POSITIVE REGULATION OF TRANSPORT ACROSS BLOOD-BRAIN BARRIER%GOBP%GO:0150201	1		Rejected!	
5-PHOSPHORIBOSE 1-DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0006015	5		Rejected!	
NEGATIVE REGULATION OF AMNIOTIC STEM CELL DIFFERENTIATION%GOBP%GO:2000798	1		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL DEGRANULATION%GOBP%GO:0043315	3		Rejected!	
COBALT ION TRANSPORT%GOBP%GO:0006824	3		Rejected!	
CEREBELLAR CORTEX FORMATION%GOBP%GO:0021697	11		Rejected!	
CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0035710	35	31		
MITOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0071174	27	25		
REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0043666	41	36		
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440	32	26		
RNA CAPPING%GOBP%GO:0036260	15		Rejected!	
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	20	16		
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING%GOBP%GO:0051085	27	25		
EOSINOPHIL MIGRATION%GOBP%GO:0072677	25		Rejected!	
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	235	186		
REGULATION OF MELANIN BIOSYNTHETIC PROCESS%GOBP%GO:0048021	11		Rejected!	
PROTEIN K6-LINKED DEUBIQUITINATION%GOBP%GO:0044313	3		Rejected!	
PROTEIN HEXAMERIZATION%GOBP%GO:0034214	9		Rejected!	
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	186	147		
NEGATIVE REGULATION OF CORE PROMOTER BINDING%GOBP%GO:1904797	1		Rejected!	
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947	25	21		
REGULATION OF NK T CELL PROLIFERATION%GOBP%GO:0051140	7		Rejected!	
POSITIVE REGULATION OF CELLULAR DEFENSE RESPONSE%GOBP%GO:0010186	1		Rejected!	
MICROGLIA DEVELOPMENT%GOBP%GO:0014005	3		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB VIA ER PATHWAY%GOBP%GO:0002488	1		Rejected!	
PROSTANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046457	18		Rejected!	
REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002586	4		Rejected!	
TREHALOSE METABOLISM IN RESPONSE TO STRESS%GOBP%GO:0070413	1		Rejected!	
